geometry
POINT (4930798.472140943 3580174.8167908858)
POINT (4897230.815604181 3538080.18011153)
POINT (4836797.881344593 3764423.361148336)
POINT (4928326.438405299 3567095.628824835)
POINT (4778219.939778138 3717644.607396435)
POINT (4881182.680122263 3785979.2445211466)
POINT (4880779.553517777 3783982.792108182)
POINT (4887737.483106065 3563298.1701719994)
POINT (4861903.240529464 3679491.159494646)
POINT (4934145.510308199 3572586.4104262246)
POINT (4852965.629778977 3578788.8987047593)
POINT (4896489.451983004 3536411.1180918473)
POINT (4776030.165396893 3681910.9652163046)
